source,source_location,Content,target,target_location,Other places,Etude Notaire,Cote ADLA,Nature acte,Date,source_coordinates,source_address,target_coordinates,target_address
Marie Antheaume,"Saint Eustache, Paris",Famille,Jean Estienne Martin,"Saint Eustache, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Madeleine Antheaume 2,"Saint André des Arts, Paris",Famille,Pierre Damoiseau,"Saint André des Arts, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3421249 48.8533737),"Saint-André des Arts, Rue Saint-André des Arts, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",POINT (2.3421249 48.8533737),"Saint-André des Arts, Rue Saint-André des Arts, 75006, Rue Saint-André des Arts, Paris, Île-de-France, France"
Eloy Antheaume père, ,Famille,Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT EMPTY,,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Eloy Antheaume père, ,Famille,Hubert Antheaume,"Saint Severin, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT EMPTY,,POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Eloy Antheaume père, ,Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT EMPTY,,POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume père,,Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume père,,Famille,Claude Du Mesnil,,,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Claude Du Mesnil,,Famille,Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Claude Du Mesnil,,Famille,Hubert Antheaume,"Saint Severin, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Claude Du Mesnil,,Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Claude Du Mesnil,,Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Claude Du Mesnil,,Famille,Jean Ory père,,,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Claude Du Mesnil,,Famille,Jean Ory  ,,,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jean Ory père,,Famille,Jean Ory  ,,,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Nicolas de Longueil,"Saint Germain l'Auxerrois, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Finance ,Nicolas de Longueil,"Saint Germain l'Auxerrois, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Nicolas de Longueil,"Saint Germain l'Auxerrois, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Nicolas de Longueil,"Saint Germain l'Auxerrois, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Finance ,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Anne Vallet,"Saint Leu Saint Gilles, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Hubert Antheaume,"Saint Severin, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Lescallier,"Saint Nicolas des Champs, Paris",Famille,Jean Antheaume père,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Finance ,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Finance ,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Indempnité,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Anne Vallet,"Saint Leu Saint Gilles, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Hubert Antheaume,"Saint Severin, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Lescallier,"Saint Nicolas des Champs, Paris",Famille,Jean Antheaume père,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Finance ,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Marguerite Lescallier,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Déclaration,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Hubert Antheaume,"Saint Severin, Paris",Indes,Langlois,MC/ET/CIX/249,Compte,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Compte,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Compte,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Compte,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Finance ,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Compte,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
